,
Superbowl Year,Total Views (millions)
2023,123.7
2022,115.1
2021,112.3
2020,101.6
2019,118.5
2018,113.6
2017,119.9
2016,126.3
2015,113.7
2014,115.8
2013,113.3
2012,108.9
2011,111.7
2010,111
